SampleID;SiteID;LocalDateTime;DateTimeUTC;UTCOffset;SampleType;VariableName;UnitsAbbreviation;CensorCode;DataValue
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;PAH 16 EPA;ug/L;nc;0.18
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;perfluorooctanesulfonic acid (PFOS);ug/L;lt;0.03
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;perfluorooctanoic acid (PFOA);ug/L;nc;0.03
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;phenanthrene;ug/L;nc;0.049
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;pyrene;ug/L;nc;0.031
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;soluble reactive phosphorus;mg/L;lt;0.03
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;tebuconazole;ug/L;lt;0.02
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;terbutryn;ug/L;nc;0.03
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;thiacloprid;ug/L;lt;0.02
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;titanium;ug/L;nc;11
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;tolyltriazole;ug/L;nc;0.54
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;total phosphorus;mg/L;nc;0.3
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;total suspended solids (TSS);mg/L;nc;37
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;tributyl phosphate + triisobutyl phosphate (TBP);ug/L;lt;0.03
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;tris(1,3-dichloorisopropyl)phosphate (TDCP);ug/L;lt;0.1
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;tris(2-butoxyethyl)phosphate (TBEP);ug/L;nc;0.91
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;tris(2-chloro-1-methylethyl)phosphate (TCPP);ug/L;nc;0.11
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;tris(2-chloroethyl)phosphate (TCEP);ug/L;nc;0.11
18;6;2014-06-11 15:36:00;2014-06-11 13:36:00;2;Single;zinc;ug/L;nc;170
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;2-phenylphenol;ug/L;nc;0.1
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;2,4-dichlorophenoxyacetic acid (2,4-D);ug/L;lt;0.02
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;2,6-dichlorbenzamide;ug/L;lt;0.03
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;4-tert-butylphenol;ug/L;nc;0.03
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;4-tert-octylphenol;ug/L;lt;0.4
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;acenaphthene;ug/L;lt;0.05
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;acenaphthylene;ug/L;lt;0.05
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;acesulfame;ug/L;nc;0.69
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;AMPA;ug/L;nc;0.36
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;anthracene;ug/L;nc;0.031
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;benz[a]anthracene;ug/L;nc;0.11
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;benzisothiazolinone;ug/L;lt;0.03
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;benzo[a]pyrene;ug/L;nc;0.07
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;benzo[b]fluoranthene;ug/L;nc;0.11
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;benzo[g,h,i]perylene;ug/L;nc;0.051
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;benzo[k]fluoranthene;ug/L;nc;0.047
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;benzothiazole;ug/L;nc;0.36
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;benzotriazole;ug/L;nc;0.76
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;benzylbutyl phthalate;ug/L;lt;0.3
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;biological oxygen deman (BOD5);mg/L;nc;94
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;bisphenol F;ug/L;lt;0.3
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;caffeine;ug/L;nc;0.71
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;carbamazepine;ug/L;nc;0.1
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;carbendazim;ug/L;nc;0.2
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;chemical oxygen demand (COD);mg/L;nc;295
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;chromium;ug/L;nc;18
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;chrysene;ug/L;nc;0.13
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;copper;ug/L;nc;98
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;cybutryne;ug/L;lt;0.02
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;diazinon;ug/L;lt;0.02
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;dibenzo[a,h]anthracene;ug/L;nc;0.015
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;dibutyl phthalate;ug/L;lt;0.5
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;diethyl phthalate;ug/L;lt;0.3
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;diethylhexyl phthalate (DEHP);ug/L;nc;0.85
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;diisodecyl phthalate + diisononyl phthalate (DIDP + DINP);ug/L;nc;5.1
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;dimethyl phthalate;ug/L;lt;0.3
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;dioctyl phthalate;ug/L;lt;0.5
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;diuron;ug/L;lt;0.03
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;fluoranthene;ug/L;nc;0.31
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;fluorene;ug/L;nc;0.016
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;formyl-amino-antipyrine (FAA);ug/L;nc;0.52
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;glyphosate;ug/L;nc;0.95
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;hydroxybenzothiazole;ug/L;nc;0.51
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;indeno[1,2,3-c,d]pyrene;ug/L;nc;0.081
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;isoproturon;ug/L;lt;0.03
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;lead;ug/L;nc;63
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;mecoprop;ug/L;nc;0.14
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;methyl tert-butyl ether (MTBE);ug/L;lt;0.03
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;methylthiobenzothiazole;ug/L;nc;0.16
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;naphthalene;ug/L;lt;0.05
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;nickel;ug/L;nc;13
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;nicotine;ug/L;nc;1.4
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;octylisothiazolinone;ug/L;lt;0.03
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;PAH 16 EPA;ug/L;nc;1.4
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;perfluorooctanesulfonic acid (PFOS);ug/L;lt;0.05
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;perfluorooctanoic acid (PFOA);ug/L;lt;0.03
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;phenanthrene;ug/L;nc;0.18
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;pyrene;ug/L;nc;0.24
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;soluble reactive phosphorus;mg/L;lt;0.03
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;tebuconazole;ug/L;lt;0.02
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;terbutryn;ug/L;nc;0.05
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;titanium;ug/L;nc;84
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;tolyltriazole;ug/L;nc;0.49
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;total phosphorus;mg/L;nc;1.9
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;total suspended solids (TSS);mg/L;nc;340
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;tributyl phosphate + triisobutyl phosphate (TBP);ug/L;nc;0.26
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;tris(1,3-dichloorisopropyl)phosphate (TDCP);ug/L;lt;0.1
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;tris(2-butoxyethyl)phosphate (TBEP);ug/L;nc;9.5
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;tris(2-chloro-1-methylethyl)phosphate (TCPP);ug/L;nc;0.31
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;tris(2-chloroethyl)phosphate (TCEP);ug/L;lt;0.1
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;vanadium;ug/L;nc;10
22;6;2014-06-25 06:42:00;2014-06-25 04:42:00;2;Single;zinc;ug/L;nc;900
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;2-phenylphenol;ug/L;lt;0.3
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;2,4-dichlorophenoxyacetic acid (2,4-D);ug/L;lt;0.02
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;2,6-dichlorbenzamide;ug/L;lt;0.03
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;4-tert-butylphenol;ug/L;lt;0.1
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;4-tert-octylphenol;ug/L;lt;0.4
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;acenaphthene;ug/L;lt;0.05
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;acenaphthylene;ug/L;lt;0.05
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;acesulfame;ug/L;nc;2.2
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;AMPA;ug/L;lt;0.1
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;anthracene;ug/L;nc;0.034
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;benz[a]anthracene;ug/L;nc;0.16
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;benzisothiazolinone;ug/L;nc;0.03
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;benzo[a]pyrene;ug/L;nc;0.074
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;benzo[b]fluoranthene;ug/L;nc;0.19
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;benzo[g,h,i]perylene;ug/L;nc;0.051
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;benzo[k]fluoranthene;ug/L;nc;0.046
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;benzothiazole;ug/L;nc;0.52
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;benzotriazole;ug/L;nc;1.4
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;benzylbutyl phthalate;ug/L;lt;0.3
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;biological oxygen deman (BOD5);mg/L;nc;49
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;bisphenol A;ug/L;lt;0.2
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;bisphenol F;ug/L;lt;0.3
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;caffeine;ug/L;nc;0.46
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;carbamazepine;ug/L;lt;0.02
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;carbendazim;ug/L;nc;0.47
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;chemical oxygen demand (COD);mg/L;nc;283
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;chromium;ug/L;nc;19
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;chrysene;ug/L;nc;0.18
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;copper;ug/L;nc;110
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;cybutryne;ug/L;lt;0.02
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;diazinon;ug/L;lt;0.02
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;dibenzo[a,h]anthracene;ug/L;nc;0.018
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;dibutyl phthalate;ug/L;lt;0.5
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;diethyl phthalate;ug/L;lt;0.3
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;diethylhexyl phthalate (DEHP);ug/L;nc;0.58
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;diethyltoluamide (DEET);ug/L;nc;0.03
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;diisodecyl phthalate + diisononyl phthalate (DIDP + DINP);ug/L;nc;4.9
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;dimethyl phthalate;ug/L;lt;0.3
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;dioctyl phthalate;ug/L;lt;0.5
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;diuron;ug/L;nc;0.04
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;fluoranthene;ug/L;nc;0.49
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;fluorene;ug/L;nc;0.018
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;formyl-amino-antipyrine (FAA);ug/L;nc;0.55
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;glyphosate;ug/L;nc;5.67
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;hydroxybenzothiazole;ug/L;nc;0.64
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;indeno[1,2,3-c,d]pyrene;ug/L;nc;0.08
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;isoproturon;ug/L;lt;0.03
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;lead;ug/L;nc;79
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;mecoprop;ug/L;nc;0.59
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;methyl tert-butyl ether (MTBE);ug/L;lt;0.03
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;methylthiobenzothiazole;ug/L;nc;0.2
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;naphthalene;ug/L;lt;0.05
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;nickel;ug/L;nc;12
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;nicotine;ug/L;nc;1.4
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;octylisothiazolinone;ug/L;lt;0.03
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;PAH 16 EPA;ug/L;nc;1.9
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;perfluorooctanesulfonic acid (PFOS);ug/L;lt;0.05
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;perfluorooctanoic acid (PFOA);ug/L;lt;0.01
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;phenanthrene;ug/L;nc;0.23
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;pyrene;ug/L;nc;0.37
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;soluble reactive phosphorus;mg/L;lt;0.03
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;tebuconazole;ug/L;lt;0.02
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;terbutryn;ug/L;nc;0.06
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;thiacloprid;ug/L;lt;0.02
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;titanium;ug/L;nc;120
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;tolyltriazole;ug/L;nc;0.51
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;total phosphorus;mg/L;nc;1.4
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;total suspended solids (TSS);mg/L;nc;206
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;tributyl phosphate + triisobutyl phosphate (TBP);ug/L;lt;0.1
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;tris(1,3-dichloorisopropyl)phosphate (TDCP);ug/L;lt;0.1
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;tris(2-butoxyethyl)phosphate (TBEP);ug/L;nc;1.4
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;tris(2-chloroethyl)phosphate (TCEP);ug/L;lt;0.1
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;vanadium;ug/L;nc;10
33;6;2014-07-08 17:02:00;2014-07-08 15:02:00;2;Single;zinc;ug/L;nc;900
44;6;2014-07-24 23:42:00;2014-07-24 21:42:00;2;Single;chemical oxygen demand (COD);mg/L;nc;43.7
44;6;2014-07-24 23:42:00;2014-07-24 21:42:00;2;Single;copper;ug/L;nc;20
44;6;2014-07-24 23:42:00;2014-07-24 21:42:00;2;Single;titanium;ug/L;nc;9.2
44;6;2014-07-24 23:42:00;2014-07-24 21:42:00;2;Single;total phosphorus;mg/L;nc;0.33
44;6;2014-07-24 23:42:00;2014-07-24 21:42:00;2;Single;total suspended solids (TSS);mg/L;nc;19
44;6;2014-07-24 23:42:00;2014-07-24 21:42:00;2;Single;zinc;ug/L;nc;230
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;2-phenylphenol;ug/L;lt;0.3
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;2,4-dichlorophenoxyacetic acid (2,4-D);ug/L;lt;0.02
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;2,6-dichlorbenzamide;ug/L;lt;0.03
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;4-tert-butylphenol;ug/L;lt;0.1
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;4-tert-octylphenol;ug/L;lt;0.4
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;acenaphthene;ug/L;lt;0.05
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;acenaphthylene;ug/L;lt;0.05
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;acesulfame;ug/L;nc;0.48
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;AMPA;ug/L;nc;0.61
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;anthracene;ug/L;nc;0.051
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;benz[a]anthracene;ug/L;nc;0.16
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;benzo[a]pyrene;ug/L;nc;0.13
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;benzo[b]fluoranthene;ug/L;nc;0.27
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;benzo[g,h,i]perylene;ug/L;nc;0.085
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;benzo[k]fluoranthene;ug/L;nc;0.12
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;benzothiazole;ug/L;nc;0.21
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;benzotriazole;ug/L;nc;0.66
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;benzylbutyl phthalate;ug/L;lt;0.3
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;biological oxygen deman (BOD5);mg/L;nc;7
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;bisphenol A;ug/L;lt;0.2
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;bisphenol F;ug/L;lt;0.3
52;6;2014-07-29 16:31:00;2014-07-29 14:31:00;2;Single;caffeine;ug/L;nc;0.39
