"VariableID";"VariableName";"UnitsAbbreviation";"ALT";"NEU";"STR";"EFH";"GEW";"ANDERE"
55;"Desethylterbutylazin";"ug/L";0.0725617482118376;0.0486717895272303;0.0801144361937729;0.0542857142857143;0.0594152526549917;0.0630097881747093
57;"Bisphenol A";"ug/L";0.133333333333333;0;0;0.16;0.16;0.0906666666666667
58;"Bisphenol F";"ug/L";0;0;0;0;0.208823529411765;0.0417647058823529
59;"Benzothiazol";"ug/L";0.340430612359413;0.330988095792983;1.14214285714286;0.364493066065943;0.577857142857143;0.551182354843668
60;"Methylthiobenzothiazol";"ug/L";0.238571428571429;0.111642168157706;0.121134777827203;0.213333333333333;0.10075;0.157086341577934
61;"Hydroxybenzothiazol";"ug/L";0.346454665842387;0.23407216145736;0.553332431855821;0.295384615384615;0.387136942203531;0.363276163348743
62;"Benzotriazol";"ug/L";0.704545454545455;0.355;0.369150803600694;0.163571428571429;0.216117971064144;0.361677131556344
63;"Tolyltriazole";"ug/L";0.428695652173913;0.325714285714286;0.961428571428571;0.415;0.284677019197197;0.483103105702793
64;"Perfluoroctansäure (PFOA)";"ug/L";0.00954545454545455;0;0;0.015625;0.0236363636363636;0.00976136363636364
65;"Perfluoroctansulfonat (PFOS)";"ug/L";0;0.0263636363636364;0;0;0;0.00527272727272727
66;"PAK 16 EPA";"ug/L";2.22969565217391;0.570761904761905;4.06285714285714;0.497142857142857;1.56454545454545;1.78500060229625
67;"Naphthalin";"ug/L";0;0;0.0277857142857143;0;0;0.00555714285714286
68;"Acenaphthylen";"ug/L";0.0264347826086957;0;0;0;0;0.00528695652173913
69;"Acenaphthen";"ug/L";0;0;0.0272142857142857;0;0;0.00544285714285714
70;"Fluoren";"ug/L";0.023304347826087;0.00752380952380952;0.0291428571428571;0.00635714285714286;0.0181818181818182;0.0169019951063429
71;"Phenanthren";"ug/L";0.236;0.0696190476190476;0.336571428571429;0.0477857142857143;0.144318181818182;0.166858874458874
72;"Anthracen";"ug/L";0.0418260869565217;0.0105714285714286;0.0665;0.0085;0.0241363636363636;0.0303067758328628
73;"Fluoranthen";"ug/L";0.501086956521739;0.116857142857143;1.04392857142857;0.1035;0.353;0.423674534161491
74;"Pyren";"ug/L";0.419739130434783;0.1;0.899357142857143;0.0840714285714286;0.279227272727273;0.356478994918125
75;"Benzo[a]anthracen";"ug/L";0.185565217391304;0.0614761904761905;0.279285714285714;0.0525;0.153090909090909;0.146383606248824
76;"Chrysen";"ug/L";0.219391304347826;0.07;0.363142857142857;0.0607142857142857;0.1715;0.176949689440994
77;"Benzo[b]fluoranthen";"ug/L";0.192782608695652;0.066047619047619;0.344214285714286;0.0647142857142857;0.170090909090909;0.16756994165255
78;"Benzo[k]fluoranthen";"ug/L";0.0722173913043478;0.0177142857142857;0.165;0.0160714285714286;0.0512272727272727;0.064446075663467
79;"Benzo[a]pyren";"ug/L";0.12945652173913;0.0234047619047619;0.217035714285714;0.0228928571428571;0.0648181818181818;0.0915216073781291
80;"Dibenz[a,h]anthracen";"ug/L";0.023;0.0059047619047619;0.0463571428571429;0.00707142857142857;0.0151363636363636;0.0194939393939394
81;"Benzo[g,h,i]perylen";"ug/L";0.0927826086956522;0.0181428571428571;0.131214285714286;0.0197142857142857;0.0529545454545455;0.0629617165443252
82;"Indeno[1,2,3-c,d]pyren";"ug/L";0.101478260869565;0.0275238095238095;0.134285714285714;0.0253571428571429;0.0785;0.0734289855072464
83;"Nonylphenole";"ug/L";2.70625;2.63684210526316;0;0;3.9375;1.85611842105263
84;"2-Phenylphenol";"ug/L";0.240555555555556;0.236842105263158;0.25625;0.316153846153846;0.286666666666667;0.267293634727845
85;"4-tert-Octylphenol";"ug/L";0;0;0;0.261538461538462;0.244444444444444;0.101196581196581
86;"4-tert-Butylphenol";"ug/L";0.0775;0.0635294117647059;0.0528571428571429;0.075;0.167058823529412;0.0871890756302521
87;"Nikotin";"ug/L";0.716044895611481;0.431324306204765;0.547225478262477;0.359090909090909;0.890869565217391;0.588911030877405
89;"Ammonium";"mg/L";0.390997050633551;0.158183731664598;0.3975;0.77;0.351031533224284;0.413542463104487
92;"Gesamt-Phosphor filtriert";"mg/L";0.157375;0.0866666666666667;0.094;0.4;0.0356485337998375;0.154738040093301
94;"Blei gelöst";"ug/L";2.25;0.498333333333333;0.47;2.1;6.429;2.34946666666667
95;"Cadmium gelöst";"ug/L";0;0.031;0;0;0.393;0.0848
96;"Chrom gelöst";"ug/L";0.627142857142857;0.555;1.635;0.89;1.116;0.964628571428572
97;"Kupfer gelöst";"ug/L";7.31428571428571;39.5116666666667;14.6;50;98.803;42.0457904761905
98;"Nickel gelöst";"ug/L";1.09714285714286;1.10833333333333;3.625;1.6;2.764;2.03889523809524
99;"Titan gelöst";"ug/L";2.7;1.16666666666667;0;0;3.28;1.42933333333333
100;"Vanadium gelöst";"ug/L";1.03;1.32833333333333;1.0425;0.64;1.233;1.05476666666667
101;"Zink gelöst";"ug/L";444.835714285714;85.19;109.25;200;1231.566;414.168342857143
103;"Octylisothiazolinon";"ug/L";0.0543333333333333;0.0388461538461538;0;0;0.0158333333333333;0.0218025641025641
104;"Benzisothiazolinon";"ug/L";0.0225;0.171923076923077;0.0495;0.172777777777778;0.05;0.0933401709401709
